name,short_name,city,state,type,established_year,nirf_rank,nirf_score,naac_grade,min_fees,max_fees,placement_percent,avg_package,highest_package,top_recruiters,exams_accepted,streams,about,highlights,website,slug
Dhruva College of Management,DCM,Hyderabad,Telangana,PRIVATE,2011,0,0,A,650000,700000,82.0,8.0,0.9,"Deloitte,KPMG,Amazon,Flipkart,Cognizant","CAT,MAT",MANAGEMENT,Dhruva College of Management is a top private B-school in Hyderabad offering quality MBA programs.,"Hyderabad B-school,MBA focus,Industry connect,Good placements",https://www.dhruva.edu.in,dhruva-college-of-management
ICFAI Business School,IBS Hyderabad,Hyderabad,Telangana,PRIVATE,1995,0,0,A+,1200000,1200000,92.0,12.0,0,"Deloitte,KPMG,Amazon,Flipkart,Cognizant",IBSAT,MANAGEMENT,IBS Hyderabad is a top private business school in India with strong industry connections.,"Hyderabad B-school,Private premier,Industry connect,Good placements",https://www.ibsindia.org,icfai-business-school
Alliance University,Alliance,Bengaluru,Karnataka,PRIVATE,2010,0,0,A+,600000,800000,83.0,8.5,0.9,"Deloitte,KPMG,Amazon,Flipkart,Cognizant",Alliance entrance,MANAGEMENT,"Alliance University Bangalore is a top private university offering engineering, law and management programs.","Bangalore private,Multiple programs,Industry connect,Good placements",https://www.alliance.edu.in,alliance-university
ITM University Gwalior,ITM Gwalior,Gwalior,Madhya Pradesh,PRIVATE,1997,0,0,A,180000,280000,77.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",JEE Main,ENGINEERING,ITM University Gwalior is a private university in Madhya Pradesh offering diverse technical programs.,"MP private,Multiple programs,Industry connect,Good placements",https://www.itmuniversity.ac.in,itm-university-gwalior
Graphic Era University,GEU,Dehradun,Uttarakhand,DEEMED,1993,0,0,A+,200000,300000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",JEE Main,ENGINEERING,Graphic Era University is a top private deemed university in Uttarakhand with strong placement records.,"Uttarakhand top,Deemed university,Good placements,Industry connect",https://www.geu.ac.in,graphic-era-university
DIT University,DIT,Dehradun,Uttarakhand,PRIVATE,2011,0,0,A,160000,240000,76.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",JEE Main,ENGINEERING,DIT University Dehradun is a private university offering quality technical programs.,"Uttarakhand private,Good placements,Industry connect,NAAC A",https://www.dituniversity.edu.in,dit-university
Kalasalingam Academy of Research and Education,KARE,Krishnankoil,Tamil Nadu,DEEMED,1984,0,0,A,165000,230000,78.0,6.8,0.7,"TCS,Infosys,Wipro,Cognizant,Amazon",TNEA,ENGINEERING,Kalasalingam Academy is a deemed university in Tamil Nadu offering engineering and science programs.,"Tamil Nadu deemed,Engineering focus,Good placements,Industry connect",https://www.kalasalingam.ac.in,kalasalingam-academy-of-research-and-education
SRM Valliammai Engineering College,SRM VEC,Kattankulathur,Tamil Nadu,PRIVATE,1997,0,0,A+,160000,215000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Cognizant,Amazon",TNEA,ENGINEERING,SRM Valliammai Engineering College is a top autonomous engineering college affiliated to Anna University.,"Anna University affiliated,Autonomous,Good placements,Industry connect",https://srmvalliammai.ac.in,srm-valliammai-engineering-college
Misrimal Navajee Munoth Jain Engineering College,Jeppiaar Engg,Chennai,Tamil Nadu,PRIVATE,2001,0,0,A,140000,185000,76.0,6.3,0.65,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,A private engineering college in Chennai offering various engineering disciplines.,"Chennai private,Engineering programs,Industry connect,Good placements",https://www.jeppiaarengg.ac.in,misrimal-navajee-munoth-jain-engineering-college-tamil-nadu
Kalaignar Karunanidhi Institute of Technology,KKIT,Coimbatore,Tamil Nadu,PRIVATE,2009,0,0,A,120000,160000,75.0,6.0,0.65,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,KKIT Coimbatore is a private engineering college offering quality technical education.,"Coimbatore private,Good placements,Industry connect,NAAC A",https://kkit.ac.in,kalaignar-karunanidhi-institute-of-technology
M Kumarasamy College of Engineering,MKCE,Karur,Tamil Nadu,PRIVATE,2010,0,0,A+,125000,165000,77.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,"M Kumarasamy College of Engineering is a growing private college in Karur, Tamil Nadu.","Karur private,Good placements,Growing institution,NAAC A+",https://www.mkce.ac.in,m-kumarasamy-college-of-engineering
Saranathan College of Engineering,Saranathan,Tiruchirappalli,Tamil Nadu,PRIVATE,2001,0,0,A+,135000,175000,78.0,6.8,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,Saranathan College of Engineering in Trichy is a top private autonomous college.,"Trichy private,Autonomous,Good placements,Industry connect",https://www.saranathan.ac.in,saranathan-college-of-engineering
Mepco Schlenk Engineering College,Mepco,Sivakasi,Tamil Nadu,PRIVATE,1984,0,0,A++,130000,170000,81.0,7.0,0.75,"TCS,Infosys,Wipro,Cognizant,Amazon",TNEA,ENGINEERING,Mepco Schlenk Engineering College Sivakasi is one of Tamil Nadu's top autonomous engineering colleges.,"South Tamil Nadu top,Autonomous,Good placements,NAAC A++",https://www.mepcoeng.ac.in,mepco-schlenk-engineering-college
P.S.R Engineering College,PSR Sivakasi,Sivakasi,Tamil Nadu,PRIVATE,2010,0,0,A,115000,155000,75.0,6.0,0.65,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,PSR Engineering College is a private engineering college in southern Tamil Nadu.,"South Tamil Nadu,Private college,Good placements,NAAC A",https://psrengineering.ac.in,psr-engineering-college
Francis Xavier Engineering College,FXEC,Tirunelveli,Tamil Nadu,PRIVATE,2001,0,0,A+,125000,165000,78.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,FXEC Tirunelveli is a top private autonomous engineering college in South Tamil Nadu.,"South Tamil Nadu,Autonomous,Good placements,NAAC A+",https://www.fxec.ac.in,francis-xavier-engineering-college
Manonmaniam Sundaranar University,MSU,Tirunelveli,Tamil Nadu,GOVERNMENT,1990,0,0,A+,22000,55000,70.0,5.0,0,"Government,Research,Industry,Education",Entrance exam,SCIENCE,Manonmaniam Sundaranar University is a leading government university in Southern Tamil Nadu.,"South Tamil Nadu government,Multiple programs,Research,Low fees",https://www.msuniv.ac.in,manonmaniam-sundaranar-university
Noorul Islam University,NIU,Thuckalay,Tamil Nadu,DEEMED,1989,0,0,A+,150000,210000,78.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",TNEA,ENGINEERING,Noorul Islam University is a deemed university near Kanyakumari offering engineering and management programs.,"South Tamil Nadu deemed,Engineering focus,Good placements,Industry connect",https://www.niuniv.com,noorul-islam-university
NIT Meghalaya,NIT Meghalaya,Shillong,Meghalaya,CENTRAL,2010,0,0,A,60000,112000,78.0,7.0,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",JEE Main,ENGINEERING,NIT Meghalaya serves the North-East region with quality technical education.,"North-East NIT,Government,Good placements,Growing",https://www.nitm.ac.in,nit-meghalaya
NIT Arunachal Pradesh,NIT AP,Yupia,Arunachal Pradesh,CENTRAL,2010,0,0,A,58000,110000,75.0,6.5,0.65,"TCS,Infosys,Wipro,Government,L&T",JEE Main,ENGINEERING,NIT Arunachal Pradesh serves the easternmost part of India with quality engineering education.,"Easternmost NIT,Government,Growing,North-East India",https://www.nitap.ac.in,nit-arunachal-pradesh
NIT Nagaland,NIT Nagaland,Dimapur,Nagaland,CENTRAL,2010,0,0,A,58000,110000,74.0,6.5,0.65,"TCS,Infosys,Wipro,Government,L&T",JEE Main,ENGINEERING,NIT Nagaland provides quality technical education in the North-East region.,"North-East NIT,Government,Growing,Nagaland",https://www.nitnagaland.ac.in,nit-nagaland
NIT Manipur,NIT Manipur,Imphal,Manipur,CENTRAL,2010,0,0,A,58000,110000,74.0,6.5,0.65,"TCS,Infosys,Wipro,Government,L&T",JEE Main,ENGINEERING,NIT Manipur provides quality engineering education in the North-East.,"North-East NIT,Government,Growing,Manipur",https://www.nitmanipur.ac.in,nit-manipur
NIT Sikkim,NIT Sikkim,Ravangla,Sikkim,CENTRAL,2010,0,0,A,58000,110000,73.0,6.0,0.6,"TCS,Infosys,Wipro,Government,Cognizant",JEE Main,ENGINEERING,NIT Sikkim offers quality engineering education in the beautiful Himalayan state.,"Himalayan NIT,Government,Growing,Scenic campus",https://www.nitsikkim.ac.in,nit-sikkim
NIT Mizoram,NIT Mizoram,Aizawl,Mizoram,CENTRAL,2010,0,0,A,58000,110000,73.0,6.0,0.6,"TCS,Infosys,Wipro,Government,Cognizant",JEE Main,ENGINEERING,NIT Mizoram provides quality engineering education in the North-East.,"North-East NIT,Government,Growing,Mizoram",https://www.nitmz.ac.in,nit-mizoram
NIT Andhra Pradesh,NIT AP,Tadepalligudem,Andhra Pradesh,CENTRAL,2015,0,0,A,62000,115000,77.0,7.0,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",JEE Main,ENGINEERING,NIT Andhra Pradesh is a growing NIT providing quality technical education.,"Andhra Pradesh NIT,Government,Growing,Good placements",https://www.nitandhra.ac.in,nit-andhra-pradesh
NIT Puducherry,NIT Pondicherry,Karaikal,Puducherry,CENTRAL,2009,0,0,A,60000,112000,75.0,6.5,0.65,"TCS,Infosys,Wipro,Amazon,Cognizant",JEE Main,ENGINEERING,NIT Puducherry is a growing NIT in the Union Territory of Puducherry.,"Puducherry NIT,Government,Growing,Good placements",https://www.nitpy.ac.in,nit-puducherry
NIT Delhi,NIT Delhi,New Delhi,Delhi,CENTRAL,2010,44,57.22,A+,65000,118000,80.0,8.0,0.85,"TCS,Microsoft,Amazon,Infosys,Wipro",JEE Main,ENGINEERING,NIT Delhi is strategically located in the national capital with great industry exposure.,"Delhi NIT,Capital location,Good placements,Industry exposure",https://www.nitdelhi.ac.in,nit-delhi
NIT Uttarakhand,NIT Uttarakhand,Srinagar,Uttarakhand,CENTRAL,2009,0,0,A,60000,112000,75.0,6.5,0.65,"TCS,Infosys,Wipro,Amazon,Cognizant",JEE Main,ENGINEERING,NIT Uttarakhand offers quality engineering programs in the scenic Himalayan state.,"Himalayan NIT,Government,Growing,Good placements",https://www.nituk.ac.in,nit-uttarakhand
NIT Srinagar,NIT Srinagar,Srinagar,Jammu and Kashmir,CENTRAL,1960,0,0,A,62000,115000,76.0,7.0,0.7,"TCS,Infosys,Wipro,Government,L&T",JEE Main,ENGINEERING,NIT Srinagar is one of the established NITs in Jammu and Kashmir with quality engineering programs.,"J&K NIT,Government,Old institution,Good placements",https://www.nitsri.ac.in,nit-srinagar
NIT Kurukshetra,NIT Kurukshetra,Kurukshetra,Haryana,CENTRAL,1963,24,67.11,A+,72000,128000,84.0,9.0,0.95,"TCS,Infosys,Microsoft,Amazon,Wipro",JEE Main,ENGINEERING,NIT Kurukshetra is a top NIT in Haryana with strong academic programs and placement records.,"NIRF Top 25,Haryana NIT,Good placements,Research",https://nitkkr.ac.in,nit-kurukshetra
IIT Gandhinagar,IIT Gandhinagar,Gandhinagar,Gujarat,CENTRAL,2008,20,70.11,A+,65000,165000,87.0,13.0,1.4,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Gandhinagar is known for its innovative curriculum and interdisciplinary approach to engineering education.,"IIT status,Gujarat campus,Innovative curriculum,Research focus",https://www.iitgn.ac.in,iit-gandhinagar
IIT Jodhpur,IIT Jodhpur,Jodhpur,Rajasthan,CENTRAL,2008,23,67.88,A+,64000,163000,84.0,11.5,1.2,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Jodhpur is a growing IIT in Rajasthan with a focus on desert technology and renewable energy.,"IIT status,Rajasthan campus,Renewable energy,Research focus",https://www.iitj.ac.in,iit-jodhpur
IIT Palakkad,IIT Palakkad,Palakkad,Kerala,CENTRAL,2015,0,0,A+,62000,160000,81.0,10.5,1.1,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Palakkad is one of India's newest IITs located in the beautiful Palakkad region of Kerala.,"IIT status,Kerala campus,New IIT,Growing",https://www.iitpkd.ac.in,iit-palakkad
IIT Tirupati,IIT Tirupati,Tirupati,Andhra Pradesh,CENTRAL,2015,0,0,A+,62000,160000,81.0,10.5,1.1,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Tirupati is one of India's newest IITs located near the sacred Tirumala hills.,"IIT status,AP campus,New IIT,Sacred location",https://www.iittp.ac.in,iit-tirupati
IIT Bhilai,IIT Bhilai,Bhilai,Chhattisgarh,CENTRAL,2016,0,0,A,60000,155000,79.0,9.5,1.0,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Bhilai is one of India's newest IITs in the steel city of Chhattisgarh.,"IIT status,Chhattisgarh,New IIT,Growing",https://www.iitbhilai.ac.in,iit-bhilai
IIT Goa,IIT Goa,Ponda,Goa,CENTRAL,2016,0,0,A,60000,155000,79.0,9.5,1.0,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Goa is one of India's newest IITs set in the scenic coastal state of Goa.,"IIT status,Goa campus,New IIT,Scenic",https://www.iitgoa.ac.in,iit-goa
IIT Dharwad,IIT Dharwad,Dharwad,Karnataka,CENTRAL,2016,0,0,A,60000,155000,79.0,9.5,1.0,"Microsoft,Google,Amazon,Samsung,Qualcomm",JEE Advanced,ENGINEERING,IIT Dharwad is one of India's newest IITs located in North Karnataka.,"IIT status,Karnataka campus,New IIT,Growing",https://www.iitdh.ac.in,iit-dharwad
IIT Varanasi,IIT Varanasi,Varanasi,Uttar Pradesh,CENTRAL,1919,11,76.44,A++,75000,185000,90.0,15.0,1.7,"Microsoft,Google,Amazon,Goldman Sachs,Samsung",JEE Advanced,ENGINEERING,IIT (BHU) Varanasi is one of India's oldest technical institutions with strong research and placements.,"IIT status,Old institution,Varanasi campus,Research",https://iitbhu.ac.in,iit-varanasi
Bombay College of Pharmacy,BCP Mumbai,Mumbai,Maharashtra,GOVERNMENT,1957,2,79.0,A++,55000,90000,86.0,5.0,0,"Sun Pharma,Cipla,Lupin,Abbott,Pfizer",GPAT,SCIENCE,Bombay College of Pharmacy is one of India's top pharmacy institutions in the commercial capital.,"NIRF Top 5 Pharmacy,Mumbai premier,Government,Research",https://bcp.edu.in,bombay-college-of-pharmacy
Delhi Institute of Pharmaceutical Sciences and Research,DIPSAR,New Delhi,Delhi,GOVERNMENT,1964,4,75.0,A++,45000,80000,85.0,5.0,0,"Sun Pharma,Cipla,Dr Reddy's,Ranbaxy,DRDO",GPAT,SCIENCE,DIPSAR is Delhi's premier pharmacy institution offering quality pharmaceutical education.,"Delhi pharmacy premier,Government,Research,Good placements",https://www.dipsar.ac.in,delhi-institute-of-pharmaceutical-sciences-and-research
Chandigarh Pharmacy College,CPC,Chandigarh,Punjab,GOVERNMENT,1959,8,68.0,A+,50000,85000,82.0,4.5,0,"Sun Pharma,Cipla,Lupin,Dr Reddy's,Ranbaxy",GPAT,SCIENCE,Chandigarh Pharmacy College is a top pharmacy institution in North India.,"North India pharmacy,Government,Good placements,Research",https://www.cpc.ac.in,chandigarh-pharmacy-college
KL University,KL University,Guntur,Andhra Pradesh,DEEMED,1980,0,0,A+,195000,310000,80.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Microsoft",KLUEEE,ENGINEERING,KL University is a top deemed university in Andhra Pradesh with strong industry connections.,"AP deemed,Industry connections,Good placements,Growing",https://www.kluniversity.in,kl-university
Vignan's Foundation for Science Technology and Research,Vignan,Guntur,Andhra Pradesh,DEEMED,1997,0,0,A,170000,270000,78.0,6.5,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",VIGNAN EEE,ENGINEERING,Vignan's University is a deemed university in Andhra Pradesh offering diverse engineering programs.,"AP deemed,Multiple programs,Good placements,Industry connect",https://www.vignanuniversity.org,vignans-foundation-for-science-technology-and-research
GITAM University,GITAM,Visakhapatnam,Andhra Pradesh,DEEMED,1980,0,0,A+,240000,380000,81.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Cognizant",GITAM GAT,ENGINEERING,GITAM University is a top private deemed university with campuses across India.,"AP top deemed,Multiple campuses,Good placements,Industry connect",https://www.gitam.edu,gitam-university
Andhra University,Andhra University,Visakhapatnam,Andhra Pradesh,GOVERNMENT,1926,0,0,A++,30000,65000,73.0,5.5,0,"Government,Research,Industry,Education",AP EAMCET,SCIENCE,Andhra University is one of the oldest universities in South India with diverse programs.,"Old institution,Government,AP premier,Diverse programs",https://www.andhrauniversity.edu.in,andhra-university
Sri Venkateswara University,SVU,Tirupati,Andhra Pradesh,GOVERNMENT,1954,0,0,A+,28000,62000,72.0,5.0,0,"Government,Research,Industry,Education",AP EAMCET,SCIENCE,Sri Venkateswara University Tirupati is a leading government university near the holy Tirumala hills.,"Old institution,Government,Tirupati location,Diverse programs",https://www.svuniversity.edu.in,sri-venkateswara-university
R.V.R & J.C. College of Engineering,RVRJC,Guntur,Andhra Pradesh,PRIVATE,1985,0,0,A+,140000,190000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Cognizant,Amazon",AP EAMCET,ENGINEERING,RVRJC is a well-established autonomous engineering college in Andhra Pradesh.,"AP autonomous,Good placements,Industry connect,Old institution",https://www.rvrjc.ac.in,rvr-jc-college-of-engineering
Lendi Institute of Engineering and Technology,Lendi,Rajam,Andhra Pradesh,PRIVATE,2007,0,0,A,120000,165000,76.0,6.2,0.65,"TCS,Infosys,Wipro,Cognizant,HCL",AP EAMCET,ENGINEERING,Lendi Institute is a growing engineering college in northern Andhra Pradesh.,"AP private,Good placements,Growing institution,Industry connect",https://www.lendi.org,lendi-institute-of-engineering-and-technology
GMR Institute of Technology,GMRIT,Rajam,Andhra Pradesh,PRIVATE,2010,0,0,A+,140000,185000,78.0,6.8,0.7,"TCS,Infosys,Wipro,Cognizant,Amazon",AP EAMCET,ENGINEERING,GMRIT is a top private engineering college in North Andhra Pradesh with good placements.,"AP top private,Good placements,Industry connect,NAAC A+",https://www.gmrit.edu.in,gmr-institute-of-technology
Sreenidhi Institute of Science and Technology,SNIST,Hyderabad,Telangana,PRIVATE,1997,0,0,A+,155000,215000,80.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",TS EAMCET,ENGINEERING,Sreenidhi Institute is a top autonomous engineering college in Hyderabad.,"Hyderabad autonomous,Good placements,Industry connect,NAAC A+",https://www.snist.ac.in,sreenidhi-institute-of-science-and-technology
Chaitanya Bharathi Institute of Technology,CBIT,Hyderabad,Telangana,PRIVATE,1979,0,0,A++,165000,225000,82.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Microsoft",TS EAMCET,ENGINEERING,CBIT Hyderabad is one of Telangana's oldest and most prestigious autonomous engineering colleges.,"Hyderabad top,Old institution,Autonomous,Good placements",https://www.cbit.ac.in,chaitanya-bharathi-institute-of-technology
BV Raju Institute of Technology,BVRIT,Narsapur,Telangana,PRIVATE,2004,0,0,A+,148000,200000,79.0,6.8,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",TS EAMCET,ENGINEERING,BVRIT Narsapur is a top autonomous engineering college near Hyderabad.,"Near Hyderabad,Autonomous,Good placements,Industry connect",https://bvrit.ac.in,bv-raju-institute-of-technology
Mahatma Gandhi Institute of Technology,MGIT,Hyderabad,Telangana,PRIVATE,1997,0,0,A+,150000,205000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",TS EAMCET,ENGINEERING,MGIT Hyderabad is a top autonomous engineering college with strong industry connections.,"Hyderabad autonomous,Good placements,Industry connect,NAAC A+",https://www.mgit.ac.in,mahatma-gandhi-institute-of-technology
Visvesvaraya College of Engineering,UVCE,Bengaluru,Karnataka,GOVERNMENT,1917,0,0,A+,35000,65000,80.0,7.0,0.75,"Infosys,TCS,Wipro,Amazon,Cognizant",KCET,ENGINEERING,UVCE Bangalore is one of India's oldest engineering colleges with a proud tradition of producing industry leaders.,"Old institution,Karnataka govt,Low fees,Alumni network",https://uvce.ac.in,visvesvaraya-college-of-engineering
KLS Gogte Institute of Technology,KLES Gogte,Belagavi,Karnataka,PRIVATE,1979,0,0,A++,145000,200000,80.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,Gogte Institute of Technology is a top autonomous engineering college in North Karnataka.,"North Karnataka top,Autonomous,Good placements,Old institution",https://git.edu,kls-gogte-institute-of-technology
SDM College of Engineering and Technology,SDMCET,Dharwad,Karnataka,PRIVATE,1959,0,0,A++,140000,195000,79.0,7.0,0.75,"Infosys,TCS,Wipro,Amazon,Cognizant",KCET,ENGINEERING,SDMCET Dharwad is a top autonomous engineering college in North Karnataka.,"Old institution,Dharwad top,Autonomous,Good placements",https://sdmcet.ac.in,sdm-college-of-engineering-and-technology
KLE Technological University,KLE Tech,Hubballi,Karnataka,DEEMED,1947,0,0,A++,195000,285000,81.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Bosch",KCET,ENGINEERING,KLE Technological University Hubballi is North Karnataka's premier technical university.,"North Karnataka premier,Deemed university,Good placements,Old institution",https://www.kletech.ac.in,kle-technological-university
Nitte Meenakshi Institute of Technology,NMIT,Bengaluru,Karnataka,PRIVATE,2001,0,0,A+,190000,270000,81.0,7.5,0.8,"Infosys,TCS,Wipro,Amazon,Microsoft",KCET,ENGINEERING,NMIT Bangalore is a top private autonomous engineering college with strong placements.,"Bangalore top,Autonomous,Good placements,Industry connect",https://www.nmit.ac.in,nitte-meenakshi-institute-of-technology
Ramaiah University of Applied Sciences,RUAS,Bengaluru,Karnataka,PRIVATE,2013,0,0,A+,280000,380000,82.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Microsoft",KCET,ENGINEERING,Ramaiah University is a new-generation university in Bangalore with applied sciences focus.,"Bangalore new-gen,Applied sciences,Good placements,Industry connect",https://ruas.ac.in,ramaiah-university-of-applied-sciences
Presidency University Bangalore,Presidency,Bengaluru,Karnataka,PRIVATE,2013,0,0,A+,260000,360000,80.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,Presidency University Bangalore is a growing private university with modern infrastructure.,"Bangalore private,Modern facilities,Good placements,Growing",https://presidencyuniversity.in,presidency-university-bangalore
CMR Institute of Technology,CMRIT,Bengaluru,Karnataka,PRIVATE,2000,0,0,A+,185000,265000,80.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,CMRIT Bangalore is a top autonomous engineering college with strong industry connections.,"Bangalore autonomous,Good placements,Industry connect,NAAC A+",https://cmrit.ac.in,cmr-institute-of-technology
Acharya Institute of Technology,AIT Bangalore,Bengaluru,Karnataka,PRIVATE,2000,0,0,A+,180000,260000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,Acharya Institute of Technology Bangalore is a well-established autonomous engineering college.,"Bangalore autonomous,Good placements,Industry connect,NAAC A+",https://acharya.ac.in,acharya-institute-of-technology
East West Institute of Technology,EWIT,Bengaluru,Karnataka,PRIVATE,2004,0,0,A,165000,235000,77.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,Amazon",KCET,ENGINEERING,East West Institute of Technology is an autonomous engineering college in East Bangalore.,"East Bangalore,Autonomous,Good placements,Industry connect",https://ewit.edu.in,east-west-institute-of-technology
Global Academy of Technology,GAT,Bengaluru,Karnataka,PRIVATE,2002,0,0,A+,175000,250000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,Global Academy of Technology is a top autonomous engineering college in West Bangalore.,"West Bangalore,Autonomous,Good placements,Industry connect",https://www.gat.ac.in,global-academy-of-technology
Jyothy Institute of Technology,JIT Bangalore,Bengaluru,Karnataka,PRIVATE,2007,0,0,A,155000,220000,76.0,6.5,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,Jyothy Institute of Technology is a private engineering college in Bengaluru with consistent placements.,"Bangalore private,Good placements,Industry connect,NAAC A",https://jyothyit.ac.in,jyothy-institute-of-technology
Cambridge Institute of Technology,CIT Bangalore,Bengaluru,Karnataka,PRIVATE,1999,0,0,A+,175000,248000,78.0,6.8,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,Cambridge Institute of Technology is a top autonomous engineering college in East Bangalore.,"East Bangalore autonomous,Good placements,Industry connect,NAAC A+",https://cambridgeit.ac.in,cambridge-institute-of-technology
Atria Institute of Technology,AIT Atria,Bengaluru,Karnataka,PRIVATE,2000,0,0,A+,172000,245000,77.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,Amazon",KCET,ENGINEERING,Atria Institute of Technology is a well-regarded autonomous engineering college in Bengaluru.,"Bangalore autonomous,Good placements,Industry connect,NAAC A+",https://atria.edu,atria-institute-of-technology
Sapthagiri College of Engineering,Sapthagiri,Bengaluru,Karnataka,PRIVATE,2001,0,0,A,155000,218000,75.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,HCL",KCET,ENGINEERING,Sapthagiri College of Engineering is an autonomous engineering college in North Bangalore.,"North Bangalore,Autonomous,Good placements,Industry connect",https://sapthagiri.edu.in,sapthagiri-college-of-engineering
REVA University,REVA,Bengaluru,Karnataka,PRIVATE,2012,0,0,A+,250000,360000,80.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",KCET,ENGINEERING,REVA University is a growing private university in North Bangalore with modern campus.,"North Bangalore,Growing university,Good placements,Modern campus",https://www.reva.edu.in,reva-university
Presidency College Bangalore,Presidency College,Bengaluru,Karnataka,PRIVATE,2000,0,0,A,155000,220000,76.0,6.5,0.7,"TCS,Infosys,Wipro,Cognizant,Amazon",KCET,ENGINEERING,"Presidency College Bangalore is a top arts, science and management college in Bengaluru.","Bangalore college,Multiple programs,Industry connect,Good placements",https://www.presidency.edu.in,presidency-college-bangalore
Jain University,Jain University,Bengaluru,Karnataka,DEEMED,1990,0,0,A+,350000,500000,81.0,8.0,0.85,"TCS,Infosys,Wipro,Amazon,Microsoft","JEE Main,KCET",ENGINEERING,Jain University Bangalore is a top deemed university with strong sports culture and academic programs.,"Bangalore deemed,Sports culture,Multiple programs,Good placements",https://www.jainuniversity.ac.in,jain-university
M S Ramaiah University of Applied Sciences,MSRUAS,Bengaluru,Karnataka,PRIVATE,2013,0,0,A+,280000,390000,82.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Bosch",KCET,ENGINEERING,MS Ramaiah University of Applied Sciences is a new-generation applied sciences university in Bangalore.,"Bangalore applied sciences,New-gen university,Good placements,Industry connect",https://ruas.ac.in,m-s-ramaiah-university-of-applied-sciences
Centurion University of Technology and Management,CUTM,Bhubaneswar,Odisha,PRIVATE,2010,0,0,A,180000,280000,77.0,6.5,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant","JEE Main,OJEE",ENGINEERING,Centurion University is a growing private university in Odisha with skill-based education focus.,"Odisha private,Skill focus,Good placements,Growing",https://cutm.ac.in,centurion-university-of-technology-and-management
Silicon Institute of Technology,Silicon,Bhubaneswar,Odisha,PRIVATE,2001,0,0,A+,175000,265000,78.0,7.0,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant","JEE Main,OJEE",ENGINEERING,Silicon Institute of Technology is a top autonomous engineering college in Bhubaneswar.,"Bhubaneswar top,Autonomous,Good placements,Industry connect",https://www.silicon.ac.in,silicon-institute-of-technology
